,zpid,city,zipcode,homeType,yearBuilt,latestPrice,numPriceChanges,avgSchoolDistance,Candidate,avgSchoolRating,latest_saleyear,propertyTaxRate
13889,29472195,austin,78704,Single Family,1949,570000,6,0.733333333,1,8,2019,1.98
13890,29473557,austin,78704,Single Family,1936,625000,1,1.933333333,1,8.333333333,2018,1.98
13891,29472687,austin,78704,Single Family,2018,1447500,12,0.7,1,4.333333333,2018,1.98
13892,29322464,austin,78704,Single Family,2018,1895000,4,1.4,1,4.333333333,2020,1.98
13893,94643070,austin,78704,Condo,1985,335000,2,1.733333333,1,8.333333333,2018,1.98
13894,29473045,austin,78704,Single Family,2018,935000,4,1.566666667,1,4.333333333,2020,1.98
13895,241933182,austin,78704,Condo,2015,519000,4,0.833333333,1,8,2018,2.01
13896,251031044,austin,78704,Single Family,2019,1670000,2,1.433333333,1,9.333333333,2019,1.98
13897,29472680,austin,78704,Single Family,2018,1895000,1,0.7,1,8.333333333,2019,1.98
13898,29472178,austin,78704,Single Family,1985,410000,1,0.766666667,1,4.333333333,2018,1.98
13899,29322524,austin,78704,Single Family,1965,750000,1,1.333333333,1,9.333333333,2018,1.98
13900,58312175,austin,78704,Single Family,1999,785000,2,0.7,1,4.333333333,2019,1.98
13901,29473173,austin,78704,Single Family,2000,1075000,2,0.633333333,1,4.333333333,2019,1.98
13902,121655019,austin,78704,Condo,2012,829000,1,1.3,1,8.333333333,2018,1.98
13903,2094674171,austin,78704,Condo,2017,950000,3,0.866666667,1,4.333333333,2018,1.98
13904,29473018,austin,78704,Single Family,1950,475000,5,1.566666667,1,6,2019,2.01
13905,83819963,austin,78704,Single Family,2009,485000,2,1.266666667,1,8.666666667,2021,1.98
13906,29472663,austin,78704,Single Family,1955,649000,2,0.7,1,8,2019,1.98
13907,29472163,austin,78704,Single Family,1939,550000,6,0.833333333,1,4.333333333,2019,1.98
13908,29322657,austin,78704,Single Family,2018,1299999,5,0.733333333,1,4.333333333,2019,1.98
13909,29472655,austin,78704,Single Family,1924,800000,4,0.666666667,1,8.333333333,2019,1.98
13910,29322655,austin,78704,Single Family,2020,3450000,4,0.666666667,1,9.333333333,2019,1.98
13911,119626651,austin,78704,Condo,2013,575000,6,1,1,6,2020,2.01
13912,29472647,austin,78704,Single Family,1938,1275000,5,0.7,1,4.333333333,2020,1.98
13913,63838141,austin,78704,Single Family,2004,1450000,1,0.666666667,1,4.333333333,2020,1.98
13914,29472629,austin,78704,Single Family,2019,2595000,4,0.666666667,1,8,2019,2.01
13915,121654622,austin,78704,Multiple Occupancy,2012,639000,4,0.766666667,1,8.333333333,2019,1.98
13916,29473468,austin,78704,Single Family,1957,539000,1,1.033333333,1,4.333333333,2020,1.98
13917,29475114,austin,78704,Condo,2019,849000,1,0.8,1,4.333333333,2020,1.98
13918,29472614,austin,78704,Single Family,1935,1150000,2,0.7,1,4.333333333,2020,1.98
13919,251031108,austin,78704,Townhouse,2017,1150000,2,0.7,1,8,2019,2.01
13920,121655108,austin,78704,Single Family,2013,1150000,3,0.833333333,1,8.666666667,2019,1.98
13921,58187108,austin,78704,Single Family,2002,725000,8,0.733333333,1,8.333333333,2020,1.98
13922,60138607,austin,78704,Single Family,1939,460000,8,0.7,1,4.333333333,2019,1.98
13923,29472602,austin,78704,Single Family,2019,2200000,2,0.766666667,1,4.333333333,2019,1.98
13924,79980101,austin,78704,Single Family,1940,749500,3,0.733333333,1,8.333333333,2020,1.98
13925,124844599,austin,78704,Townhouse,2014,899000,3,0.7,1,8.333333333,2019,1.98
13926,29472099,austin,78704,Single Family,2020,1499000,3,0.833333333,1,4.333333333,2019,1.98
13927,29475098,austin,78704,Single Family,2014,859000,8,0.8,1,7,2019,2.01
13928,29472094,austin,78704,Single Family,2017,1450000,4,0.833333333,1,4.333333333,2018,1.98
13929,124841592,austin,78704,Condo,2013,305500,6,1.066666667,1,9.333333333,2020,1.98
13930,89546091,austin,78704,Single Family,2008,659000,5,0.633333333,1,4.333333333,2020,1.98
13931,29474589,austin,78704,Single Family,1936,599000,2,0.633333333,1,8.333333333,2020,1.98
13932,29474587,austin,78704,Single Family,2014,949990,6,0.633333333,1,4.333333333,2020,1.98
13933,29472068,austin,78704,Single Family,1923,495000,2,0.9,1,4.333333333,2020,1.98
13934,29322059,austin,78704,Single Family,2018,1925000,3,1.366666667,1,8,2020,1.98
13935,29475057,austin,78704,Single Family,1948,492500,3,0.8,1,4.333333333,2018,1.98
13936,124836052,austin,78704,Condo,2014,435000,1,1.1,1,4.333333333,2018,1.98
13937,29475051,austin,78704,Single Family,1946,595000,1,0.9,1,4.333333333,2020,1.98
13938,29322049,austin,78704,Single Family,2020,1675000,6,1.4,1,8.333333333,2019,1.98
13939,145656047,austin,78704,Condo,2015,959900,3,0.766666667,1,8,2018,1.98
13940,83831047,austin,78704,Single Family,1940,650000,3,0.7,1,7,2019,2.01
13941,29475046,austin,78704,Single Family,2018,1259000,1,0.9,1,4.333333333,2019,1.98
13942,94643045,austin,78704,Condo,2009,599900,2,0.933333333,1,8.333333333,2019,1.98
13943,29473544,austin,78704,Single Family,1957,480000,1,1.1,1,7,2020,2.01
13944,2094495422,austin,78704,Condo,2017,477555,4,0.833333333,1,4.333333333,2020,1.98
13945,29474541,austin,78704,Single Family,1999,629900,5,0.6,1,8.333333333,2020,1.98
13946,29475031,austin,78704,Single Family,1946,375000,1,0.933333333,1,8,2020,2.01
13947,29473516,austin,78704,Single Family,1956,660000,1,1,1,4.333333333,2018,1.98
13948,29473514,austin,78704,Single Family,2018,1099000,3,1,1,8,2018,2.01
13949,145655513,austin,78704,Condo,2015,650000,1,0.666666667,1,4.333333333,2018,1.98
13950,29474922,austin,78704,Single Family,2018,1050000,4,0.666666667,1,8.666666667,2018,1.98
13951,29474509,austin,78704,Single Family,1951,675000,4,0.666666667,1,8.333333333,2020,1.98
13952,29475004,austin,78704,Single Family,1951,695000,8,0.9,1,8.666666667,2020,1.98
14824,29458802,austin,78704,Single Family,2012,1890000,9,0.633333333,1,8,2019,2.01
15168,29473281,austin,78704,Single Family,1936,875000,7,0.8,1,8.333333333,2018,1.98
9206,29395482,austin,78705,Condo,1981,205000,2,1.633333333,0,8.666666667,2020,1.98
9207,29393740,austin,78705,Condo,1963,279000,8,1.366666667,0,7,2020,2.01
9211,29331929,austin,78705,Single Family,1937,674999,5,1.4,0,8.333333333,2020,1.98
9213,145658912,austin,78705,Condo,1972,151500,5,1.4,0,6,2019,2.01
9214,29394206,austin,78705,Condo,1981,225000,1,1.6,0,8.333333333,2019,1.98
9215,83823704,austin,78705,Condo,2007,350000,4,1.233333333,0,7,2018,2.01
9219,94642177,austin,78705,Condo,2009,399900,6,1.4,0,8.333333333,2019,1.98
9221,29395907,austin,78705,Single Family,1939,699000,4,1.233333333,0,6,2018,2.01
9224,29393634,austin,78705,Condo,1984,249900,3,1.4,0,8.333333333,2018,1.98
9225,29391884,austin,78705,Condo,1981,194000,2,1.433333333,0,4.333333333,2018,1.98
9228,80090625,austin,78705,Condo,2006,250000,3,1.2,0,8,2019,2.01
9233,29397611,austin,78705,Single Family,1939,875000,3,1.2,0,5.77869409,2018,1.98
9236,29397592,austin,78705,Single Family,1932,985000,3,1.166666667,0,8.666666667,2018,1.98
9238,62605581,austin,78705,Condo,1982,330000,1,1.466666667,0,4.333333333,2018,1.98
9240,29396074,austin,78705,Single Family,2003,3400000,1,1.233333333,0,8,2020,2.01
9242,29393836,austin,78705,Condo,1982,274000,4,1.5,0,8,2019,2.01
9244,62605548,austin,78705,Condo,1982,179900,7,1.533333333,0,8.666666667,2018,1.98
9250,83823823,austin,78705,Condo,1973,249000,2,1.333333333,0,8,2019,2.01
9253,241934815,austin,78705,Single Family,2016,1195000,1,1.2,0,8,2020,2.01
9262,29396010,austin,78705,Single Family,1956,599900,2,1.233333333,0,7,2020,2.01
9263,29396005,austin,78705,Single Family,1956,450000,2,1.2,0,4.333333333,2019,1.98
11120,29398392,austin,78705,Single Family,1940,450000,2,1.3,0,6.666666667,2020,2.01
11216,29396179,austin,78705,Single Family,1946,379900,2,1.266666667,0,8,2020,2.01
11233,29396154,austin,78705,Single Family,1952,565000,1,1.266666667,0,4.333333333,2018,1.98
11278,29397582,austin,78705,Single Family,1950,799900,3,1.233333333,0,8,2020,2.01
14354,62605930,austin,78705,Condo,1981,215000,2,1.433333333,0,8,2020,2.01
14363,62605927,austin,78705,Apartment,1981,229900,1,1.433333333,0,8,2020,2.01
14371,29397926,austin,78705,Single Family,1927,569700,1,1.7,0,4.333333333,2020,1.98
14384,29398923,austin,78705,Single Family,1910,995000,2,1.6,0,8,2019,2.01
14396,2078631994,austin,78705,Single Family,1987,925000,3,1.5,0,8,2019,2.01
14398,62605916,austin,78705,Condo,1982,179900,1,1.433333333,0,8,2020,2.01
14403,29398911,austin,78705,Single Family,1919,520000,3,1.8,0,8,2018,2.01
14405,2118212409,austin,78705,Single Family,1939,694000,12,1.5,0,8,2019,2.01
14447,29397879,austin,78705,Single Family,1920,329000,2,1.6,0,7,2019,2.01
14455,29398871,austin,78705,Single Family,1936,669900,6,1.766666667,0,7,2020,2.01
14474,29398358,austin,78705,Single Family,1938,795000,2,1.266666667,0,8,2019,2.01
14494,29397841,austin,78705,Vacant Land,1955,824900,14,1.433333333,0,8,2019,2.01
14502,29397338,austin,78705,Single Family,1938,450000,3,1.466666667,0,8,2020,2.01
14506,29398337,austin,78705,Single Family,2008,1150000,2,1.266666667,0,8,2019,2.01
14513,29398335,austin,78705,Single Family,1942,1084000,1,1.266666667,0,8,2019,2.01
14530,29397489,austin,78705,Apartment,2019,1299000,6,1.266666667,0,8,2020,2.01
14557,29397486,austin,78705,Single Family,1948,720000,4,1.233333333,0,8,2019,2.01
14573,29397296,austin,78705,Single Family,1928,495000,4,1.5,0,8,2019,2.01
14595,29398275,austin,78705,Condo,1984,219900,8,1.3,0,8,2020,2.01
14605,29398261,austin,78705,Single Family,1927,1000000,2,1.333333333,0,4.333333333,2018,1.98
14622,29397255,austin,78705,Vacant Land,1924,465000,4,1.5,0,8,2018,2.01
14625,29399253,austin,78705,Single Family,1930,1395000,5,1.566666667,0,8,2019,2.01
14646,29397235,austin,78705,MultiFamily,1925,728950,2,1.466666667,0,8,2020,2.01
14647,62605733,austin,78705,Condo,1982,225000,3,1.633333333,0,8,2019,2.01
14656,29399230,austin,78705,Single Family,1925,1490000,4,1.433333333,0,8,2020,2.01
14664,29399226,austin,78705,Single Family,1922,1875000,2,1.5,0,8,2020,2.01
14689,251030199,austin,78705,Condo,1962,268000,1,1.366666667,0,8,2018,2.01
14698,87380180,austin,78705,Single Family,1940,37000,2,1.266666667,0,7,2020,2.01
14704,29397172,austin,78705,Single Family,2013,1350000,2,1.433333333,0,7,2019,2.01
14708,29397165,austin,78705,Single Family,1932,685000,1,1.433333333,0,8,2020,2.01
14712,29397158,austin,78705,Single Family,1930,395000,1,1.4,0,8,2019,2.01
14732,29395626,austin,78705,MultiFamily,1935,799900,5,1.433333333,0,8,2018,2.01
14738,2086473113,austin,78705,Single Family,1942,639000,1,1.266666667,0,4.333333333,2018,1.98
14747,29399100,austin,78705,Single Family,1930,699000,4,1.5,0,7,2019,2.01
14748,29395599,austin,78705,Single Family,1965,1100000,1,1.6,0,8,2020,2.01
14759,29398079,austin,78705,Condo,1982,295000,1,1.5,0,6,2020,2.01
14780,87382949,austin,78705,Single Family,1940,23000,4,1.838295659,0,8,2020,2.01
14781,2094615547,austin,78705,Single Family,1981,685000,2,1.6,0,6,2019,2.01
14786,29398037,austin,78705,Single Family,1912,1450000,5,1.633333333,0,4.666666667,2019,1.98
14790,29395532,austin,78705,Condo,1983,289500,2,1.6,0,8,2019,2.01
14806,144249937,austin,78705,Single Family,1920,759000,1,1.466666667,0,8,2020,2.01
14808,29397503,austin,78705,Single Family,1936,799000,1,1.233333333,0,6,2018,2.01
14810,29397937,austin,78705,Condo,1981,495000,2,1.7,0,8,2018,2.01
17,116080992,austin,78717,Single Family,2014,687850,13,3.266666667,0,4.333333333,2019,1.98
18,88013985,austin,78717,Single Family,2007,409000,4,1.933333333,0,8,2020,2.01
20,185217484,austin,78717,Single Family,2008,400000,2,1.9,0,8,2020,2.01
21,121719682,austin,78717,Residential,2015,699000,1,3.266666667,0,7,2019,2.01
22,116080981,austin,78717,Single Family,2013,549900,2,3.3,0,4.333333333,2019,1.98
26,89659978,austin,78717,Single Family,2010,400000,2,2.033333333,0,7,2018,2.01
31,116080975,austin,78717,Single Family,2013,650000,1,3.3,0,8,2018,2.01
42,185217474,austin,78717,Single Family,2008,344600,3,2,0,8,2020,2.01
60,250825472,austin,78717,Single Family,2016,440000,1,2.1,0,8,2020,2.01
65,116080970,austin,78717,Single Family,2016,675000,2,3.266666667,0,8,2018,2.01
71,116080962,austin,78717,Single Family,2013,625000,1,3.266666667,0,8,2018,2.01
84,116080957,austin,78717,Single Family,2014,584900,1,3.3,0,8,2020,2.01
88,80115957,austin,78717,Single Family,2006,350000,2,1.633333333,0,8,2020,2.01
96,185218453,austin,78717,Single Family,2002,359965,1,2,0,4.333333333,2020,1.98
109,116080950,austin,78717,Single Family,2014,622800,1,3.266666667,0,4.333333333,2019,1.98
113,116080945,austin,78717,Single Family,2014,525000,3,3.266666667,0,8,2019,2.01
128,116080940,austin,78717,Single Family,2013,536170,9,3.3,0,4.333333333,2018,1.98
135,185217435,austin,78717,Single Family,2008,415000,2,1.866666667,0,8,2020,2.01
150,185217434,austin,78717,Single Family,2008,339900,1,1.9,0,4.333333333,2018,1.98
165,185217429,austin,78717,Single Family,2008,449000,1,1.9,0,6,2018,2.01
171,116080928,austin,78717,Single Family,2013,729000,1,3.266666667,0,8,2020,2.01
183,185217426,austin,78717,Single Family,2008,429900,1,1.9,0,4.666666667,2020,1.98
190,124154926,austin,78717,Single Family,2016,459990,7,3.133333333,0,8,2020,2.01
204,243333921,austin,78717,Single Family,2016,360000,1,2.1,0,8,2020,2.01
220,124154920,austin,78717,Single Family,2016,599000,1,3.1,0,4.333333333,2019,1.98
240,89553418,austin,78717,Single Family,2009,335000,1,2.1,0,4.333333333,2020,1.98
247,185217414,austin,78717,Single Family,2008,379900,12,1.933333333,0,6,2018,2.01
291,89651406,austin,78717,Single Family,2009,219900,7,2.1,0,4.333333333,2018,1.98
322,121719897,austin,78717,Single Family,2015,550000,1,3.233333333,0,4.333333333,2019,1.98
329,89663390,austin,78717,Single Family,2008,315000,4,2.033333333,0,8,2020,2.01
338,88014884,austin,78717,Single Family,2003,379800,3,1.7,0,7,2019,2.01
348,88013884,austin,78717,Single Family,2005,325000,1,1.6,0,6,2019,2.01
394,88019366,austin,78717,Single Family,2005,384900,2,1.6,0,4.333333333,2018,1.98
410,70992361,austin,78717,Single Family,2006,212500,1,1.733333333,0,8,2019,2.01
418,88019360,austin,78717,Single Family,2007,379000,3,1.966666667,0,8,2018,2.01
445,70992349,austin,78717,Single Family,2007,339900,2,1.833333333,0,8,2019,2.01
451,88023347,austin,78717,Single Family,2004,470000,10,1.766666667,0,4.333333333,2020,1.98
461,70992346,austin,78717,Single Family,2006,375000,3,1.8,0,6.666666667,2020,2.01
476,70992345,austin,78717,Single Family,2007,289000,1,1.8,0,6.666666667,2020,2.01
492,70992340,austin,78717,Single Family,2006,209495,6,1.8,0,4.333333333,2019,1.98
500,70992341,austin,78717,Single Family,2007,340000,4,1.8,0,8,2018,2.01
507,70992334,austin,78717,Single Family,2007,199000,5,1.833333333,0,8,2020,2.01
516,70992331,austin,78717,Single Family,2007,409000,2,1.833333333,0,8,2020,2.01
534,70992322,austin,78717,Single Family,2007,364900,4,1.9,0,7,2020,2.01
539,185217321,austin,78717,Single Family,2006,315000,2,1.766666667,0,6,2020,2.01
547,2099325819,austin,78717,Single Family,2015,514900,2,3.133333333,0,8,2019,2.01
565,111969317,austin,78717,Single Family,2012,420000,2,2.2,0,8,2020,2.01
575,70992316,austin,78717,Single Family,2007,375000,1,1.9,0,8,2020,2.01
584,70992306,austin,78717,Single Family,2006,295000,1,1.9,0,8,2018,2.01
622,124149797,austin,78717,Single Family,2016,439000,1,3.066666667,0,7,2019,2.01
639,116080293,austin,78717,Single Family,2012,329000,1,2.133333333,0,6,2020,2.01
664,88027789,austin,78717,Single Family,2004,435000,2,1.838295659,0,8,2018,2.01
673,111968786,austin,78717,Single Family,2012,332900,1,2.166666667,0,8,2020,2.01
681,89651286,austin,78717,Single Family,2008,295000,1,1.933333333,0,7,2020,2.01
708,70992278,austin,78717,Single Family,2006,334400,3,1.9,0,8,2020,2.01
727,70992273,austin,78717,Single Family,2006,375000,1,1.833333333,0,8,2019,2.01
742,185217270,austin,78717,Single Family,2010,327000,1,1.933333333,0,8,2019,2.01
752,88021769,austin,78717,Single Family,2005,299900,4,1.666666667,0,8,2020,2.01
763,88027768,austin,78717,Single Family,2003,299900,1,1.733333333,0,8,2018,2.01
790,243334255,austin,78717,Single Family,2016,364999,1,2.033333333,0,8,2019,2.01
816,121720751,austin,78717,Single Family,2014,925000,1,3.333333333,0,8,2019,2.01
830,89661246,austin,78717,Single Family,2010,289900,2,2.066666667,0,8,2020,2.01
862,88020731,austin,78717,Single Family,2005,260000,9,1.633333333,0,8,2019,2.01
869,121722729,austin,78717,Single Family,2015,599900,1,3.233333333,0,8,2020,2.01
887,243336223,austin,78717,Single Family,2016,345000,1,2.133333333,0,8,2020,2.01
895,89663718,austin,78717,Single Family,2010,399000,2,2.033333333,0,8,2019,2.01
904,88016214,austin,78717,Single Family,2005,214900,6,1.633333333,0,7,2019,2.01
919,89657213,austin,78717,Single Family,2009,329000,7,2.033333333,0,8,2019,2.01
937,119811212,austin,78717,Single Family,2013,345000,2,2.233333333,0,8,2020,2.01
961,243338197,austin,78717,Single Family,2017,360000,3,2.833333333,0,4.666666667,2019,1.98
971,89656195,austin,78717,Single Family,2009,319900,2,2,0,8,2019,2.01
989,120088690,austin,78717,Single Family,2013,395000,1,2.266666667,0,8,2018,2.01
1008,111719175,austin,78717,Single Family,2011,350000,1,2,0,7,2020,2.01
1014,111719174,austin,78717,Single Family,2011,400000,3,2,0,4.333333333,2020,1.98
1020,121724673,austin,78717,Single Family,2015,624900,2,3.266666667,0,7,2019,2.01
1059,120772669,austin,78717,Single Family,2013,360000,2,2.2,0,8,2018,2.01
1068,120772665,austin,78717,Single Family,2012,330000,3,2.166666667,0,4.333333333,2020,1.98
1076,88021164,austin,78717,Single Family,2003,259900,4,1.733333333,0,8,2020,2.01
1083,121723161,austin,78717,Single Family,2015,535000,5,3.2,0,7,2019,2.01
1096,88018155,austin,78717,Single Family,2005,345000,1,1.6,0,4.333333333,2019,1.98
1111,89658646,austin,78717,Single Family,2009,304900,4,2.066666667,0,6,2020,2.01
1121,121720638,austin,78717,Single Family,2014,490000,11,3.166666667,0,7,2019,2.01
1153,88026632,austin,78717,Single Family,2005,307500,1,1.6,0,6,2021,2.01
1178,121722127,austin,78717,Single Family,2015,400000,4,3.133333333,0,8,2020,2.01
1186,88026125,austin,78717,Single Family,2003,379000,3,1.7,0,8,2019,2.01
1193,88016124,austin,78717,Single Family,2005,355000,5,1.633333333,0,8,2020,2.01
1201,111970996,austin,78717,Single Family,2011,339900,1,2.2,0,7,2020,2.01
1217,88022108,austin,78717,Single Family,2004,295000,11,1.766666667,0,7,2020,2.01
1271,88016575,austin,78717,Single Family,2008,429000,2,1.9,0,8,2020,2.01
1286,119897068,austin,78717,Single Family,2012,365000,1,2.3,0,8,2018,2.01
1292,70992052,austin,78717,Single Family,2006,359500,2,1.666666667,0,8,2018,2.01
1308,67011042,austin,78717,Single Family,2004,339900,2,1.666666667,0,6,2018,2.01
1336,120767540,austin,78717,Single Family,2014,310000,1,2.166666667,0,7,2019,2.01
1344,111972040,austin,78717,Single Family,2011,315000,1,2.133333333,0,8,2020,2.01
1348,67011039,austin,78717,Single Family,2004,335000,4,1.633333333,0,7,2019,2.01
1352,88016036,austin,78717,Single Family,2003,345000,1,1.733333333,0,4.333333333,2020,1.98
1362,116081034,austin,78717,Single Family,2014,645000,1,3.333333333,0,8,2020,2.01
1370,243334033,austin,78717,Single Family,2016,362500,1,2.2,0,4.333333333,2020,1.98
1381,70992030,austin,78717,Single Family,2006,350000,1,1.666666667,0,6.666666667,2019,2.01
1387,116081028,austin,78717,Single Family,2014,616900,2,3.366666667,0,4.333333333,2020,1.98
1400,116081026,austin,78717,Single Family,2014,699900,1,3.2,0,8,2019,2.01
1406,121723404,austin,78717,Single Family,2014,599900,1,3.2,0,4.333333333,2020,1.98
1414,89658522,austin,78717,Single Family,2008,360000,1,1.966666667,0,7,2019,2.01
1421,70992022,austin,78717,Single Family,2006,328000,1,1.733333333,0,7,2019,2.01
1453,121724693,austin,78717,Other,2015,498500,1,3.233333333,0,8,2019,2.01
1488,67011012,austin,78717,Single Family,2004,369000,4,1.666666667,0,8,2018,2.01
1524,116081009,austin,78717,Single Family,2013,625000,6,3.233333333,0,8,2018,2.01
1537,67011002,austin,78717,Single Family,2004,305000,1,1.633333333,0,4.333333333,2018,1.98
1902,89651984,austin,78717,Single Family,2011,480000,2,1.4,0,4.333333333,2018,1.98
1905,89553460,austin,78717,Single Family,2009,459000,1,1.533333333,0,4.333333333,2020,1.98
1906,89553459,austin,78717,Single Family,2009,489000,1,1.5,0,4.333333333,2019,1.98
2745,89656345,austin,78717,Single Family,2009,495000,2,1.5,0,4.333333333,2018,1.98
3682,250825998,austin,78717,Single Family,2016,657000,3,1.233333333,0,4.333333333,2018,1.98
3683,29586997,austin,78717,Single Family,1995,312000,2,1.3,0,4.333333333,2019,1.98
3684,121722485,austin,78717,Single Family,2015,419900,1,1.333333333,0,4.333333333,2020,1.98
3685,96640485,austin,78717,Single Family,2012,629000,1,1.4,0,4.333333333,2020,1.98
3686,29547937,austin,78717,Single Family,1994,330000,2,1.166666667,0,4.333333333,2019,1.98
3687,89654915,austin,78717,Single Family,2011,495000,1,1.838295659,0,4.666666667,2020,1.98
3688,29586913,austin,78717,Single Family,1988,360000,1,1.066666667,0,4.333333333,2019,1.98
3689,29586909,austin,78717,Single Family,1992,325000,5,1.033333333,0,4.333333333,2018,1.98
3690,121721381,austin,78717,Single Family,2017,399500,4,1.4,0,4.333333333,2019,1.98
3691,29586877,austin,78717,Single Family,1989,245000,1,1,0,4.333333333,2019,1.98
3692,96639366,austin,78717,Single Family,2012,465000,2,1.333333333,0,4.333333333,2018,1.98
3952,89656823,austin,78717,Single Family,2010,335000,2,1.433333333,0,4.333333333,2020,1.98
3955,89662828,austin,78717,Residential,2012,520000,2,1.533333333,0,4.333333333,2020,1.98
3964,89660728,austin,78717,Single Family,2009,579000,2,1.533333333,0,4.333333333,2020,1.98
3965,89657217,austin,78717,Single Family,2011,499000,1,1.433333333,0,4.333333333,2020,1.98
3967,89657187,austin,78717,Single Family,2010,230000,5,1.433333333,0,4.333333333,2019,1.98
3973,89659122,austin,78717,Single Family,2010,329900,2,1.4,0,4.333333333,2019,1.98
3978,89662061,austin,78717,Single Family,2010,420000,6,1.466666667,0,4.333333333,2020,1.98
3980,89661051,austin,78717,Single Family,2012,549000,3,1.433333333,0,3.666666667,2020,1.98
8037,29547987,austin,78717,Single Family,1991,329900,1,1.333333333,0,3,2019,1.98
8038,29547984,austin,78717,Single Family,1986,179900,7,1.266666667,0,3.666666667,2018,1.98
8039,29596477,austin,78717,Single Family,1998,475000,2,1.933333333,0,3.666666667,2019,1.98
8040,124152474,austin,78717,Single Family,2016,439000,3,1.233333333,0,4,2020,1.98
8041,29577471,austin,78717,Single Family,1988,334900,2,1.466666667,0,3.666666667,2019,1.98
8042,88020457,austin,78717,Single Family,2003,350000,11,1.5,0,6.666666667,2019,1.98
8043,88025456,austin,78717,Single Family,2003,295000,9,1.866666667,0,3,2019,1.98
8044,70984951,austin,78717,Single Family,2005,359995,7,1.533333333,0,3.666666667,2019,1.98
8045,29577450,austin,78717,Single Family,1991,369000,1,1.466666667,0,3.666666667,2019,1.98
8046,88023442,austin,78717,Single Family,2004,339900,3,1.733333333,0,3.666666667,2020,1.98
8047,29596440,austin,78717,Single Family,1997,439900,3,2.1,0,3.666666667,2020,1.98
8048,88015439,austin,78717,Single Family,2004,385000,3,1.833333333,0,3.666666667,2019,1.98
8049,29577936,austin,78717,Single Family,1997,410000,2,1.4,0,3.666666667,2018,1.98
8050,88018932,austin,78717,Single Family,2003,405000,5,1.833333333,0,3.666666667,2018,1.98
8051,29577930,austin,78717,Single Family,1992,355000,6,1.366666667,0,3,2019,1.98
8052,29596493,austin,78717,Single Family,1996,410000,5,2.033333333,0,3.666666667,2020,1.98
8053,29604429,austin,78717,Single Family,1998,439900,1,1.266666667,0,3.666666667,2018,1.98
8054,29586928,austin,78717,Single Family,1999,309000,6,1.033333333,0,3.666666667,2019,1.98
8055,29586926,austin,78717,Single Family,2000,400000,1,1.033333333,0,3,2020,1.98
8056,29577498,austin,78717,Single Family,1993,494000,2,1.366666667,0,3.666666667,2020,1.98
8057,29552422,austin,78717,Single Family,1984,147900,4,1.7,0,3,2020,1.98
8058,29596419,austin,78717,Single Family,1997,600000,1,2.033333333,0,3.666666667,2020,1.98
8059,29604418,austin,78717,Single Family,1997,339900,1,1.1,0,3.666666667,2020,1.98
8060,29577914,austin,78717,Single Family,1992,300000,1,1.4,0,3,2020,1.98
8061,29552407,austin,78717,Single Family,1984,249000,1,1.7,0,3.666666667,2020,1.98
8062,29577905,austin,78717,Single Family,1992,275000,1,1.4,0,3,2020,1.98
8063,29552405,austin,78717,Single Family,1985,200000,1,1.666666667,0,3,2020,1.98
8064,29577901,austin,78717,Single Family,1990,419900,5,1.4,0,3.666666667,2020,1.98
8065,29577496,austin,78717,Single Family,1997,385000,2,1.433333333,0,3.666666667,2020,1.98
8066,80127397,austin,78717,Single Family,2006,469000,2,1.8,0,3,2020,1.98
8067,80109897,austin,78717,Single Family,2007,565000,3,1.433333333,0,3,2020,1.98
8068,29552388,austin,78717,Single Family,1984,210000,3,1.666666667,0,3,2018,1.98
8069,29577878,austin,78717,Single Family,1993,574900,5,1.466666667,0,3.666666667,2018,1.98
8070,29552377,austin,78717,Single Family,1985,165000,4,1.733333333,0,3,2019,1.98
8071,29552375,austin,78717,Single Family,1985,225000,4,1.7,0,3,2020,1.98
8072,88017870,austin,78717,Single Family,2003,219000,6,1.566666667,0,3.666666667,2018,1.98
8073,70985494,austin,78717,Single Family,2005,549900,4,2.433333333,0,6.666666667,2019,1.98
8074,67003994,austin,78717,Single Family,2003,360000,1,1.8,0,3.666666667,2019,1.98
8075,29596385,austin,78717,Single Family,1996,615000,4,2.166666667,0,3.666666667,2019,1.98
8076,67003992,austin,78717,Single Family,2003,435000,3,1.766666667,0,3.666666667,2020,1.98
8077,67010989,austin,78717,Single Family,2004,584900,1,2.433333333,0,3.666666667,2020,1.98
8078,29547996,austin,78717,Single Family,1992,275000,4,1.333333333,0,3.666666667,2018,1.98
8079,243336397,austin,78717,Single Family,2017,789000,1,1.133333333,0,3.666666667,2020,1.98
8080,52832487,austin,78717,Single Family,2000,379900,1,2.266666667,0,3.666666667,2018,1.98
8081,29577848,austin,78717,Single Family,1991,399999,3,1.366666667,0,3,2019,1.98
8082,67010985,austin,78717,Single Family,2004,539900,1,2.433333333,0,3.666666667,2018,1.98
8083,29552348,austin,78717,Single Family,1985,255000,1,1.7,0,3,2020,1.98
8084,88018984,austin,78717,Single Family,2008,489900,2,1.733333333,0,6.666666667,2020,1.98
8085,70985479,austin,78717,Single Family,2005,469000,5,2.5,0,4,2020,1.98
8086,185165346,austin,78717,Single Family,1985,269900,3,1.666666667,0,3,2020,1.98
8087,66991342,austin,78717,Single Family,2004,347500,1,1.5,0,3,2018,1.98
8088,60335978,austin,78717,Single Family,2002,217900,9,2,0,3.666666667,2020,1.98
